x to x + 1,nqx,lx,ndx,nLx,Tx,ex
47-48,0.0029040836182833807,95417.98522879234,277.1018077925414,95279.43432489606,3257144.558369513,34.135541120047364
48-49,0.0031637077838777114,95140.8834209998,300.997953444019,94990.38444427779,3161865.124044617,33.233506042332166
49-50,0.003448525414017402,94839.88546755578,327.05775529736576,94676.3565899071,3066874.7396003394,32.33739396120951
50-51,0.00376084964830303,94512.82771225841,355.4485348617719,94335.10344482753,2972198.383010432,31.44756595431897
51-52,0.0041023170197788525,94157.37917739664,386.2634191372052,93964.24746782804,2877863.2795656044,30.56439447134126
52-53,0.0044742829405958065,93771.11575825943,419.5585035578148,93561.33650648053,2783899.0320977764,29.688236186446023
53-54,0.004878230242760628,93351.55725470162,455.39038980868577,93123.86205979728,2690337.695591296,28.819419565234924
54-55,0.0053169886533196405,92896.16686489293,493.9278651575237,92649.20293231418,2597213.833531499,27.958245438790335
55-56,0.005794074126233102,92402.2389997354,535.3854221943742,92134.54628863822,2504564.630599185,27.105021022340775
56-57,0.006314731553630263,91866.85357754103,580.1145190188295,91576.79631803161,2412430.0843105465,26.260070856506626
57-58,0.006884747890220824,91286.7390585222,628.4861841382997,90972.49596645305,2320853.2879925147,25.423772520833058
58-59,0.007511589755204222,90658.2528743839,680.9876035159359,90317.75907262594,2229880.7920260616,24.596555981679735
59-60,0.008200463211918793,89977.26527086797,737.8552537628112,89608.33764398657,2139563.0329534356,23.77892933856664
60-61,0.00895415834871988,89239.41001710515,799.0638082394986,88839.8781129854,2049954.695309449,22.971405737851914
61-62,0.009775254114662582,88440.34620886565,864.5268581803973,88008.08277977546,1961114.8171964637,22.174436230326208
62-63,0.010669697363427641,87575.81935068525,934.4074888260218,87108.61560627224,1873106.7344166883,21.388400911398744
63-64,0.011642011047807089,86641.41186185923,1008.6802740933693,86137.07172481254,1785998.1188104162,20.613677460127327
64-65,0.012699147043398825,85632.73158776587,1087.462650160942,85089.0002626854,1699861.0470856037,19.850599362737817
65-66,0.013851775335117169,84545.26893760492,1171.1020709707636,83959.71790211955,1614772.0468229183,19.099496247562154
66-67,0.014802999695220826,83374.16686663416,1234.1877667160757,82757.07298327611,1530812.3289207988,18.360751134934826
67-68,0.016215835972071657,82139.97909991808,1331.9684278336658,81473.99488600125,1448055.2559375227,17.629116440071833
68-69,0.01775577358117802,80808.01067208442,1434.8087410389483,80090.60630156494,1366581.2610515214,16.91145778352411
69-70,0.019434483343114924,79373.20193104548,1542.5771708186007,78601.91334563617,1286490.6547499564,16.208123440296383
70-71,0.021267475291785153,77830.62476022687,1655.2608890323268,77002.9943157107,1207888.7414043203,15.519453237404534
71-72,0.023270296441387023,76175.36387119454,1772.62329881322,75289.05222178793,1130885.7470886097,14.84582008693562
72-73,0.025455635174748862,74402.74057238131,1893.969020012024,73455.7560623753,1055596.6948668219,14.18760500952118
73-74,0.027839061909041975,72508.77155236929,2018.5761801949902,71499.48346227179,982140.9388044466,13.54513278569473
74-75,0.030438035492224378,70490.1953721743,2145.583068592072,69417.40383787827,910641.4553421749,12.918696714261719
75-76,0.033262924822428805,68344.61230358224,2273.3417010720987,67207.9414530462,841224.0515042966,12.30856424742941
76-77,0.036340527543664645,66071.27060251014,2401.0648291754396,64870.73818792242,774016.1100512504,11.714866431248025
77-78,0.03970982879591896,63670.205773334696,2528.3329706600516,62406.03928800467,709145.371863328,11.137789853984115
78-79,0.043404197493776324,61141.87280267465,2653.813922266642,59814.96584154133,646739.3325753234,10.577682739005532
79-80,0.04744018789229283,58488.058880408,2774.684502742042,57100.716629036986,586924.3667337821,10.034943507594962
80-81,0.05205516845857915,55713.37437766596,2900.169088625289,54263.289833353316,529823.6501047452,9.509810813346421
81-82,0.05692284796921813,52813.20528904067,3006.278055435169,51310.06626132309,475560.36027139187,9.00457295990092
82-83,0.06221617419634159,49806.9272336055,3098.7964609505098,48257.52900313024,424250.29401006876,8.517897360345904
83-84,0.06796655879937848,46708.13077265499,3174.590916568715,45120.83531437063,375992.7650069385,8.04983540953562
84-85,0.07420662750055057,43533.53985608628,3230.4771758809666,41918.3012681458,330871.92969256785,7.600391118810196
85-86,0.08097004424673733,40303.062680205316,3263.3407684952526,38671.39229595769,288953.62842442206,7.1695203592142995
86-87,0.08829128273458461,37039.72191171006,3270.2845597171818,35404.57963185147,250282.23612846437,6.757130540154999
87-88,0.09620533904005153,33769.43735199288,3248.800169640255,32145.03726717275,214877.6564966129,6.363080742413733
88-89,0.10474737947332684,30520.637182352624,3196.956764707619,28922.158799998815,182732.61922944017,5.98718231659653
89-90,0.11395231853737023,27323.680417645006,3113.596734564789,25766.882050362612,153810.46042944136,5.629199949583442
90-91,0.12385432308454171,24210.083683080218,2998.523526388009,22710.821919886213,128043.57837907874,5.288853192546583
91-92,0.13448624051879404,21211.56015669221,2852.662981011777,19785.22866618632,105332.75645919252,4.965818434904715
92-93,0.1458789512470251,18358.89717568043,2678.1766660402322,17019.808842660314,85547.5277930062,4.659731299455659
93-94,0.1580606485865058,15680.7205096402,2478.5048540574535,14441.468082611473,68527.71895034588,4.370189425174461
94-95,0.17105605299498836,13202.215655582746,2258.318900832627,12073.056205166433,54086.25086773441,4.096755596085363
95=96,0.18488557176627798,10943.89675475012,2023.3686088530899,9932.212450323575,42013.19466256798,3.838961167495705
96-97,0.19956442012351194,8920.52814589703,1780.2200266314078,8030.418132581325,32080.982212244402,3.5963097349790836
97-98,0.21510172476596637,7140.308119265622,1535.8925918144687,6372.3618233583875,24050.564079663076,3.3682809870306643
98-99,0.23149963611933783,5604.415527451153,1297.4201552665088,4955.705449817899,17678.20225630469,3.154334679453114
99-100,0.24875248045476314,4306.995372184644,1071.375782138116,3771.307481115586,12722.49680648679,2.953914668367414
100-101,0.2668459872520079,3235.619590046528,863.412103877903,2803.9135381075766,8951.189325371204,2.766452939309372
101-102,0.2857566302053777,2372.207486168625,677.8740173955165,2033.2704774708668,6147.2757872636275,2.591373572128866
102-103,0.30545112160541593,1694.3334687731085,517.536058410341,1435.565439567938,4114.005309792761,2.4280965852440914
103-104,0.3258860990037855,1176.7974103627676,383.50191738087926,985.0464516723279,2678.439870224823,2.276041608044624
104-105,0.34700803970202904,793.2954929818883,275.2799139240998,655.6555360198383,1693.3934185524954,2.1346313366627903
105-106,0.3687534324728652,518.0155790577885,191.02002285197835,422.5055676317993,1037.737882532657,2.0032947356915103
106-107,0.3910492270194593,326.99555620581015,127.87135949308022,263.05987645927,615.2323149008578,1.881469956471311
107-108,0.4138135702639682,199.1241967127299,82.40029476763948,157.92404932891017,352.17243844158776,1.7686069511163207
108-109,0.43695682517941337,116.72390194509043,51.00330561647987,91.2222491368505,194.2483891126776,1.6641697705072986
109-110,0.4603828533605005,65.72059632861057,30.25663566231937,50.592278497450884,103.02613997582709,1.567638544554351
